first,last,nickname,height_cm,weight,reach,stance,wins,losses,draws,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedowns_attempted,str_landed_per_min,str_absorbed_per_min,td_avg_per_15min,sub_avg_per_15min,str_defense_pct,td_defense_pct,knockdown_avg,striking_accuracy_pct,takedown_accuracy_pct,ko_wins,ko_win_percentage,dec_wins,dec_win_percentage,sub_wins,sub_win_percentage,avg_fight_time_minutes
Alberto,Uda,,190.5,185.0,,Orthodox,12,2,0,19.0,36.0,2.0,4.0,1.79,3.49,2.83,0.0,,,0.0,53.0,50.0,4.0,44.0,1.0,11.0,4.0,44.0,5.3
Ryuki,Ueyama,,180.34,180.0,,Southpaw,12,18,5,,,,,,,,,,,,,,,,,,,,
Christian,Uflacker,,180.34,170.0,,,5,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Andy,Uhrich,,182.88,170.0,,,11,6,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Tagir,Ulanbekov,,170.18,125.0,70.0,Southpaw,17,3,0,298.0,618.0,11.0,46.0,3.01,3.44,2.73,1.52,,,0.15,48.0,39.0,1.0,6.0,9.0,53.0,7.0,41.0,12.366666666666667
Carlos,Ulberg,Black Jag,193.04,205.0,77.0,Orthodox,15,1,0,563.0,1009.0,2.0,5.0,6.57,4.03,0.53,0.18,,,1.4,56.0,60.0,10.0,67.0,4.0,27.0,1.0,7.0,7.15
Gasan,Umalatov,Cobra,180.34,170.0,71.0,Orthodox,17,4,2,134.0,337.0,,17.0,2.23,4.1,0.75,0.0,,,0.0,40.0,18.0,2.0,13.0,6.0,40.0,7.0,47.0,15.0
Jeremy,Umphries,,,160.0,,,5,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Zach,Underwood,,187.96,185.0,,,13,7,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Caol,Uno,Uno Shoten,170.18,155.0,70.0,Southpaw,33,19,5,266.0,487.0,,64.0,2.15,2.83,2.42,0.24,,,0.0,55.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4
Kengo,Ura,Uraken,175.26,165.0,,,14,12,2,11.0,29.0,,7.0,1.05,2.38,2.85,1.43,,,0.0,38.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.516666666666667
Logan,Urban,Hulk,182.88,170.0,72.0,Orthodox,5,1,0,2.0,3.0,,1.0,2.55,16.6,0.0,0.0,,0.0,,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833333333333333
Hector,Urbina,El Toro,180.34,170.0,73.0,Orthodox,17,10,1,19.0,49.0,,1.0,0.97,2.44,0.0,3.82,,,0.0,39.0,0.0,9.0,53.0,3.0,18.0,5.0,29.0,6.55
Elias,Urbina,,190.5,185.0,77.0,Southpaw,3,1,0,30.0,79.0,,1.0,3.85,6.17,0.0,0.0,,0.0,,38.0,0.0,1.0,33.0,1.0,33.0,1.0,33.0,7.783333333333333
Gilbert,Urbina,The RGV Bad Boy,190.5,185.0,75.0,Orthodox,7,5,0,117.0,206.0,2.0,9.0,5.57,4.62,2.86,0.71,,1.43,,57.0,44.0,2.0,29.0,3.0,43.0,2.0,29.0,5.25
Guilherme,Uriel,Urso,185.42,265.0,74.0,Orthodox,6,2,0,,,,,,,,,,,,,,,,,,,,
Nick,Urso,,167.64,125.0,66.0,Southpaw,10,3,0,5.0,11.0,,2.0,3.61,5.06,0.0,0.0,,0.0,,45.0,0.0,2.0,20.0,5.0,50.0,3.0,30.0,1.3833333333333333
Yasuhiro,Urushitani,,165.1,125.0,,Southpaw,21,8,6,70.0,176.0,,1.0,3.47,4.71,0.0,0.0,,,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1
Sho Patrick,Usami,Savage,175.26,155.0,70.0,Orthodox,4,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kamaru,Usman,The Nigerian Nightmare,182.88,170.0,76.0,Switch,21,4,0,1411.0,2719.0,28.0,143.0,4.16,2.67,2.79,0.09,,,0.44,52.0,44.0,9.0,43.0,11.0,52.0,1.0,5.0,17.833333333333332
Mohammed,Usman,The Motor,187.96,239.0,79.0,Orthodox,12,4,0,310.0,791.0,,21.0,3.85,4.27,0.56,0.0,,,0.19,39.0,14.0,4.0,33.0,6.0,50.0,2.0,17.0,13.433333333333334
Darren,Uyenoyama,BC,167.64,125.0,65.0,Orthodox,10,6,0,85.0,213.0,,18.0,1.34,2.21,1.42,0.71,,,0.0,40.0,33.0,1.0,13.0,3.0,38.0,4.0,50.0,10.116666666666667
Richie,Vaculik,Vas,167.64,125.0,69.0,Orthodox,10,4,0,166.0,355.0,,20.0,3.69,4.09,3.0,1.0,,,0.0,47.0,45.0,3.0,30.0,1.0,10.0,6.0,60.0,11.25
Rashid,Vagabov,Rambo,170.18,125.0,63.0,Orthodox,14,2,0,,,,,,,,,,,,,,,,,,,,
Abubakar,Vagaev,,,170.0,,,24,4,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Artem,Vakhitov,,185.42,205.0,75.0,Orthodox,3,1,0,17.0,20.0,,2.0,3.88,0.68,0.0,0.0,,,3.42,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383333333333334
Egidijus,Valavicius,,182.88,200.0,,Orthodox,29,12,0,0.0,4.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Genaro,Valdez,Rayadito,175.26,155.0,72.0,Orthodox,10,3,0,159.0,524.0,,9.0,4.08,7.16,1.54,0.38,,,0.77,30.0,44.0,7.0,70.0,0.0,0.0,3.0,30.0,9.75
Charlie,Valencia,,160.02,135.0,64.0,Orthodox,12,7,0,221.0,584.0,,15.0,2.58,2.61,1.4,0.52,,,0.7,38.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,8.583333333333334
Robert,Valentin,Robzilla,187.96,185.0,77.0,Orthodox,12,6,0,,,,,,,,,,,,,,,,,,,,
Victor,Valenzuela,Joe Boxer,177.8,155.0,,,13,6,2,,,,,,,,,,,,,,,,,,,,
Ivan,Valenzuela,Bam Bam,187.96,185.0,77.0,Orthodox,8,2,0,0.0,3.0,,,0.0,9.6,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667
Victor,Valenzuela,Psicosis,175.26,170.0,71.0,Orthodox,14,4,0,83.0,206.0,1.0,3.0,3.47,4.81,0.63,0.0,51.0,56.0,0.0,40.0,33.0,7.0,50.0,5.0,36.0,2.0,14.0,11.966666666666669
Timur,Valiev,Lucky,167.64,135.0,67.0,Orthodox,18,3,0,270.0,509.0,4.0,15.0,5.19,3.33,1.73,0.29,,,0.29,53.0,40.0,5.0,28.0,11.0,61.0,2.0,11.0,13.0
Victor,Valimaki,The Matrix,182.88,205.0,,Orthodox,18,10,0,66.0,219.0,,7.0,3.94,2.99,0.9,0.0,,0.0,,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.366666666666667
Andrew,Valladerez,,,135.0,,,5,7,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kevin,Vallejos,El Chino,170.18,145.0,68.0,Switch,18,1,0,279.0,576.0,,7.0,6.12,4.41,0.66,0.0,,,1.65,48.0,29.0,13.0,72.0,3.0,17.0,2.0,11.0,7.6
Isaac,Vallie-Flagg,,172.72,155.0,70.0,Orthodox,16,7,1,417.0,871.0,,8.0,5.56,5.6,0.2,0.0,,,0.0,48.0,13.0,6.0,43.0,6.0,43.0,2.0,14.0,15.0
Joshua,Van,The Fearless,165.1,125.0,65.0,Orthodox,17,2,0,1230.0,2144.0,,13.0,8.43,5.82,0.82,0.21,,,0.72,57.0,62.0,9.0,53.0,6.0,35.0,2.0,12.0,13.25
Mike,van Arsdale,,187.96,205.0,,Switch,8,5,0,43.0,104.0,,14.0,1.52,1.91,1.06,0.0,,,0.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
Matt,Van Buren,Gutter,195.58,205.0,,,7,6,0,102.0,222.0,,,7.73,6.82,0.0,0.0,,,0.0,46.0,7.73,3.0,43.0,3.0,43.0,1.0,14.0,6.6
Ron,van Clief,The Black Dragon,177.8,190.0,,Orthodox,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Lloyd,Van Dams,,185.42,240.0,,Southpaw,0,1,0,,,,,,,,,,,,,,,,,,,,
Alain,Van der Merckt,Top Boy,,185.0,,,8,0,0,,,,,,,,,,,,,,,,,,,,
Cameron,VanCamp,Jumpman,187.96,155.0,74.0,Switch,15,7,1,34.0,71.0,,,5.31,6.41,0.0,0.0,,0.0,,48.0,5.31,4.0,27.0,2.0,13.0,9.0,60.0,3.2
Chad,Vance,,182.88,185.0,,Orthodox,7,5,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Jared,Vanderaa,,193.04,265.0,80.0,Orthodox,12,10,0,420.0,940.0,,2.0,4.96,5.67,0.18,0.0,,,0.0,45.0,50.0,7.0,58.0,2.0,17.0,3.0,25.0,10.583333333333334
Austin,Vanderford,The Gentleman,180.34,170.0,74.0,Orthodox,13,3,0,74.0,125.0,2.0,14.0,3.04,2.71,3.08,1.23,,,0.0,59.0,36.0,5.0,38.0,5.0,38.0,3.0,23.0,8.1
Lando,Vannata,Groovy,175.26,155.0,71.0,Orthodox,12,8,2,711.0,1546.0,6.0,36.0,4.52,4.71,1.24,0.29,,,0.48,46.0,36.0,4.0,33.0,3.0,25.0,5.0,42.0,11.233333333333333
Paige,VanZant,12 Gauge,162.56,115.0,65.0,Orthodox,8,5,0,315.0,605.0,8.0,24.0,3.35,2.62,1.27,0.96,,,0.16,52.0,33.0,2.0,25.0,3.0,38.0,3.0,38.0,10.466666666666669
Paul,Varelans,The Polar Bear,203.2,300.0,,Orthodox,9,9,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Kazula,Vargas,,172.72,155.0,71.0,Southpaw,12,5,0,138.0,256.0,,4.0,3.65,1.77,0.4,0.4,,,0.0,54.0,25.0,7.0,58.0,2.0,17.0,3.0,25.0,9.466666666666669
Jamie,Varner,,172.72,155.0,71.0,Orthodox,21,11,1,477.0,1376.0,,71.0,2.92,2.55,3.49,0.83,,,0.64,35.0,54.0,9.0,43.0,3.0,14.0,9.0,43.0,9.6
Guilherme,Vasconcelos,Bomba,182.88,185.0,,Orthodox,9,4,0,49.0,166.0,,3.0,3.27,4.4,0.0,0.0,,0.0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Linton,Vassell,The Swarm,193.04,205.0,,,18,5,0,,,,,,,,,,,,,,,,,,,,
Billy,Vaughan,,167.64,155.0,,,12,17,0,,,,,0.0,1.36,0.0,0.0,,0.0,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333
Yuri,Vaulin,,193.04,197.0,,Southpaw,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Javier,Vazquez,Showtime,170.18,145.0,69.0,Southpaw,16,5,0,171.0,471.0,,23.0,2.43,1.99,2.56,1.49,,,0.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,11.716666666666669
Manny,Vazquez,,177.8,125.0,72.0,Orthodox,11,2,0,22.0,53.0,,3.0,1.47,2.67,1.0,1.0,,1.0,,42.0,33.0,1.0,9.0,4.0,36.0,6.0,55.0,15.0
Gianni,Vazquez,Kriptonita,170.18,135.0,71.0,Orthodox,13,5,1,24.0,108.0,,,1.6,3.93,0.0,2.0,,,0.0,22.0,1.6,4.0,31.0,6.0,46.0,3.0,23.0,15.0
Matt,Veach,,180.34,155.0,,Orthodox,17,5,0,23.0,80.0,,13.0,1.12,4.91,3.64,1.46,,,0.73,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866666666666666
Joe,Vedepo,The Doctor,182.88,185.0,,Orthodox,18,9,0,20.0,47.0,,5.0,1.43,5.71,1.07,0.0,,0.0,,43.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667
Kelly,Velasco,Killer,175.26,135.0,,Orthodox,2,1,0,34.0,97.0,,5.0,2.27,5.67,0.0,0.0,,,0.0,35.0,0.0,1.0,50.0,1.0,50.0,0.0,0.0,15.0
Greg,Velasco,The Viking King,187.96,265.0,70.0,Southpaw,6,1,0,,,,,0.0,1.52,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Cain,Velasquez,,185.42,240.0,77.0,Orthodox,14,3,0,745.0,1287.0,34.0,88.0,6.37,2.33,5.13,0.38,,,1.28,58.0,45.0,12.0,86.0,2.0,14.0,0.0,0.0,6.883333333333334
David,Velasquez,Little,165.1,145.0,,Orthodox,10,10,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Bojan,Velickovic,Serbian Steel,182.88,170.0,76.0,Southpaw,15,6,1,195.0,560.0,4.0,16.0,2.18,2.31,0.67,0.5,,,0.17,35.0,25.0,4.0,27.0,3.0,20.0,8.0,53.0,14.933333333333334
Karlos,Vemola,,182.88,185.0,75.0,Orthodox,17,5,0,91.0,206.0,,27.0,1.67,2.13,1.93,1.66,,,0.0,44.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066666666666666
Luigi,Vendramini,The Italian Stallion,172.72,155.0,73.0,Orthodox,9,3,0,76.0,186.0,,13.0,2.82,3.82,1.11,0.56,,,0.56,41.0,15.0,5.0,56.0,0.0,0.0,4.0,44.0,6.733333333333333
Jerrel,Venetiaan,,185.42,195.0,,Orthodox,4,3,0,23.0,68.0,,,0.81,1.51,0.0,0.0,,,0.0,34.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,14.25
Scott,Ventimiglia,Meant to Kill Ya,180.34,185.0,,,14,6,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon,Vera,The Truth,190.5,230.0,78.0,Orthodox,15,7,0,519.0,926.0,,15.0,3.03,2.81,0.7,0.18,,,0.7,56.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Kerry,Vera,,170.18,135.0,,Orthodox,2,0,0,,,,,,,,,,,,,,1.0,50.0,1.0,50.0,0.0,0.0,
Marlon,Vera,Chito,172.72,135.0,70.0,Switch,23,12,1,1480.0,3110.0,,28.0,4.18,5.34,0.47,0.76,,,0.55,48.0,39.0,8.0,35.0,5.0,22.0,10.0,43.0,13.6
Carlos,Vera,Pequeno,167.64,135.0,69.0,Orthodox,12,4,0,28.0,49.0,,2.0,1.53,2.79,0.0,1.64,,,0.82,57.0,0.0,1.0,8.0,5.0,42.0,6.0,50.0,9.133333333333333
Rodrigo,Vera,El Gato Loco,172.72,145.0,68.0,Orthodox,22,1,1,17.0,29.0,1.0,1.0,9.27,3.82,8.18,0.0,,8.18,,59.0,100.0,9.0,41.0,10.0,45.0,3.0,14.0,1.8333333333333333
Isis,Verbeek,Fight Queen,162.56,115.0,64.0,Orthodox,5,2,0,47.0,108.0,,,3.13,3.53,0.0,0.0,,,0.0,44.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Ernie,Verdicia,,180.34,199.0,,Orthodox,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Joe,Veres,,170.18,155.0,,Orthodox,4,3,0,0.0,10.0,,10.0,0.0,5.55,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8833333333333333
Nikolay,Veretennikov,Gladiator,185.42,170.0,74.0,Orthodox,14,8,0,204.0,362.0,,12.0,2.74,3.43,0.4,0.4,,,0.0,56.0,17.0,10.0,71.0,3.0,21.0,1.0,7.0,10.633333333333333
CJ,Vergara,,167.64,125.0,68.0,Orthodox,12,7,1,424.0,749.0,,,5.02,4.69,0.0,0.18,,,0.36,57.0,5.02,7.0,58.0,5.0,42.0,0.0,0.0,9.383333333333333
Renato,Verissimo,Charuto,185.42,170.0,,Orthodox,7,5,0,38.0,78.0,,13.0,0.92,1.87,1.46,2.55,,,0.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
Bryan,Vetell,,190.5,265.0,,Southpaw,4,3,0,,,,,,,,,,,,,,,,,,,,
Marvin,Vettori,The Italian Dream,182.88,185.0,74.0,Southpaw,19,10,1,1464.0,3191.0,7.0,66.0,4.74,4.55,1.41,0.39,,,0.05,46.0,44.0,2.0,11.0,8.0,42.0,9.0,47.0,17.15
Hugo,Viana,Wolverine,167.64,135.0,67.0,Orthodox,8,4,0,205.0,532.0,,15.0,3.05,3.2,0.22,0.0,,,0.89,39.0,7.0,1.0,13.0,7.0,88.0,0.0,0.0,11.216666666666669
Guilherme,Viana,,193.04,205.0,,,7,3,0,,,,,,,,,,,,,,,,,,,,
Polyana,Viana,Dama de Ferro,165.1,115.0,67.0,Orthodox,13,9,0,252.0,617.0,2.0,12.0,2.82,2.74,0.67,1.51,,,0.17,41.0,33.0,5.0,38.0,0.0,0.0,8.0,62.0,7.433333333333334
Vitor,Vianna,,,205.0,,Orthodox,12,3,1,,,,,,,,,,,,,,,,,,,,
James,Vick,The Texecutioner,190.5,155.0,76.0,Orthodox,13,5,0,472.0,1185.0,2.0,6.0,4.13,3.31,0.26,0.66,,,0.52,40.0,33.0,3.0,23.0,5.0,38.0,5.0,38.0,8.166666666666666
Tamires,Vidal,Tractor,167.64,135.0,68.0,Orthodox,7,4,0,126.0,236.0,,5.0,2.91,4.46,0.0,0.69,,,0.35,53.0,0.0,1.0,14.0,4.0,57.0,2.0,29.0,10.816666666666666
Freddy,Vidal,The Barbarian,190.5,205.0,80.0,Orthodox,4,1,0,,,,,,,,,,,,,,,,,,,,
Milton,Vieira,Miltinho,182.88,145.0,,Orthodox,13,8,2,51.0,142.0,,15.0,1.13,2.36,2.67,0.67,,,0.0,36.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,12.45
Reginaldo,Vieira,,170.18,135.0,65.0,Orthodox,13,5,0,143.0,351.0,,18.0,3.76,2.89,1.97,0.79,,,0.0,41.0,28.0,0.0,0.0,4.0,29.0,10.0,71.0,12.683333333333334
Ketlen,Vieira,Fenomeno,172.72,135.0,68.0,Orthodox,16,5,0,621.0,1546.0,8.0,47.0,2.71,3.73,1.31,0.52,,,0.0,40.0,43.0,2.0,13.0,10.0,63.0,4.0,25.0,15.266666666666667
Rodolfo,Vieira,,182.88,185.0,73.0,Orthodox,11,5,0,394.0,726.0,3.0,99.0,3.43,4.28,2.87,0.91,,,0.13,54.0,22.0,1.0,9.0,1.0,9.0,9.0,82.0,10.433333333333334
Steve,Vigneault,Lionheart,177.8,185.0,,Orthodox,12,6,0,8.0,28.0,,1.0,2.19,5.75,0.0,0.0,,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333
Alejandro,Villalobos,,170.18,145.0,,,17,5,0,,,,,,,,,,,,,,,,,,,,
DeMarco,Villalona,,175.26,185.0,,,1,3,0,,,,,,,,,,,,,,,,,,,,
Gian,Villante,,190.5,230.0,76.0,Orthodox,17,14,0,1029.0,2323.0,5.0,30.0,4.38,5.47,0.45,0.0,,,0.32,44.0,23.0,10.0,59.0,5.0,29.0,2.0,12.0,10.866666666666667
Ike,Villanueva,Hurricane,185.42,205.0,73.0,Orthodox,18,14,0,,,,,,,,,,,,,,,,,,,,
Ruben,Villareal,Warpath,193.04,265.0,,Orthodox,22,28,3,,,,,,,,,,,,,,,,,,,,
Armando,Villarreal,La Lumbre,170.18,135.0,66.0,Southpaw,5,2,0,15.0,27.0,,4.0,3.23,4.3,3.23,0.0,,0.0,,56.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65
Pablo,Villaseca,El Gallo,170.18,155.0,,,12,3,0,,,,,,,,,,,,,,,,,,,,
Joey,Villasenor,Smokin' Joe,182.88,185.0,,Orthodox,29,10,0,87.0,226.0,,5.0,2.05,3.26,0.71,1.06,,,0.71,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.216666666666667
Danillo,Villefort,Indio,185.42,185.0,,Orthodox,15,5,0,50.0,134.0,,3.0,2.86,2.4,1.71,1.71,,,0.0,37.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,10.833333333333334
Yuri,Villefort,,182.88,170.0,73.0,Orthodox,10,5,0,143.0,329.0,,17.0,3.18,5.42,2.0,0.33,,,0.0,43.0,35.0,2.0,33.0,1.0,17.0,3.0,50.0,15.0
Tre'ston,Vines,TVTime,185.42,185.0,79.0,Orthodox,10,4,0,,,,,,,,,,,,,,,,,,,,
Marcos,Vinicius,Vina,175.26,125.0,,Orthodox,23,11,1,59.0,120.0,,,1.93,2.91,0.0,0.49,,,0.0,49.0,1.93,7.0,35.0,0.0,0.0,13.0,65.0,10.183333333333334
Brandon,Visher,The Viper,167.64,135.0,68.0,Orthodox,13,3,0,57.0,126.0,,5.0,2.55,3.76,0.67,0.0,,0.0,,45.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45
Falaniko,Vitale,Niko,177.8,185.0,,Orthodox,30,11,0,78.0,159.0,,6.0,1.88,3.68,0.72,0.0,,,0.0,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.316666666666666
Cheyanne,Vlismas,The Warrior Princess,160.02,115.0,63.0,Switch,7,3,0,301.0,591.0,1.0,3.0,4.93,2.57,0.25,0.25,,,0.25,51.0,33.0,2.0,29.0,5.0,71.0,0.0,0.0,12.2
Bobby,Voelker,Vicious,182.88,170.0,74.0,Orthodox,19,13,0,231.0,647.0,,8.0,4.01,5.84,1.04,0.0,,,0.26,36.0,50.0,19.0,79.0,5.0,21.0,0.0,0.0,11.066666666666666
Mateo,Vogel,Carrapato,172.72,145.0,71.0,Orthodox,8,3,0,67.0,145.0,,6.0,4.47,2.87,1.0,0.0,,0.0,,46.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Danylo,Voievodkin,,193.04,265.0,78.0,Southpaw,7,0,0,12.0,26.0,,,9.86,0.0,0.0,12.33,,12.33,,46.0,9.86,0.0,0.0,0.0,0.0,0.0,0.0,1.2166666666666666
Alexander,Volkanovski,The Great,167.64,145.0,71.0,Orthodox,28,4,0,1815.0,3178.0,16.0,97.0,5.99,3.31,1.63,0.2,,,0.3,57.0,34.0,13.0,46.0,12.0,43.0,3.0,11.0,16.833333333333332
Jacob,Volkmann,Christmas,175.26,155.0,71.0,Southpaw,19,7,0,134.0,389.0,,49.0,1.19,1.78,3.19,1.99,,,0.0,34.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
Alexander,Volkov,Drago,200.66,250.0,80.0,Orthodox,40,11,0,1336.0,2305.0,5.0,16.0,4.84,2.9,0.54,0.22,,,0.22,58.0,63.0,24.0,60.0,12.0,30.0,4.0,10.0,13.15
Mark,Vologdin,,160.02,135.0,65.0,Orthodox,12,4,2,208.0,442.0,1.0,7.0,6.93,10.0,0.5,0.0,,,0.0,47.0,14.0,6.0,50.0,2.0,17.0,4.0,33.0,15.0
Jason,Von Flue,Live Wire,182.88,170.0,,Orthodox,14,12,1,92.0,255.0,,12.0,1.89,3.23,0.62,1.54,,,0.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.116666666666667
Milco,Voorn,,,220.0,,Orthodox,20,11,1,,,,,,,,,,,,,,,,,,,,
Mark,Vorgeas,,177.8,135.0,,,5,3,1,,,,,,,,,,,,,,,,,,,,
Igor,Vovchanchyn,Ice Cold,172.72,205.0,,Orthodox,55,10,0,241.0,484.0,,18.0,1.59,0.97,1.19,0.5,,,0.2,50.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,10.083333333333334
Jordan,Vucenic,The Epidemic,177.8,155.0,73.0,Orthodox,13,4,0,50.0,111.0,,7.0,2.11,1.9,0.63,0.0,,,0.63,45.0,14.0,2.0,15.0,5.0,38.0,6.0,46.0,11.85
James,Wade,,177.8,205.0,,,4,11,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Chris,Wade,,177.8,155.0,70.0,Orthodox,12,3,0,137.0,254.0,,27.0,1.7,1.75,2.6,1.12,,,0.19,54.0,52.0,0.0,0.0,7.0,64.0,4.0,36.0,11.533333333333331
Neil,Wain,Old School,177.8,242.0,,Orthodox,13,4,0,4.0,8.0,,,2.64,8.57,0.0,0.0,,,0.0,50.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.5166666666666666
TJ,Waldburger,,180.34,170.0,75.0,Orthodox,16,9,0,120.0,234.0,,26.0,2.02,2.39,3.03,4.79,,,0.5,51.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,7.433333333333334
Chase,Waldon,,185.42,185.0,75.0,Orthodox,11,2,0,2.0,7.0,,3.0,1.03,6.72,7.76,0.0,,0.0,,29.0,33.0,3.0,27.0,3.0,27.0,5.0,45.0,1.9333333333333331
Andre,Walker,,180.34,205.0,,Southpaw,1,5,0,,,,,,,,,,,,,,,,,,,,
Herschel,Walker,,185.42,215.0,,Orthodox,2,0,0,53.0,79.0,,2.0,3.42,0.45,1.94,0.0,,,1.94,67.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
Donny,Walker,Eagle Eye,175.26,135.0,,,15,10,0,,,,,,,,,,,,,,,,,,,,
Johnny,Walker,,198.12,205.0,82.0,Orthodox,22,10,0,482.0,877.0,,6.0,3.9,2.99,0.36,0.73,,,0.61,55.0,50.0,17.0,77.0,2.0,9.0,3.0,14.0,7.266666666666667
Brogan,Walker,The Bear,162.56,125.0,67.0,Switch,8,5,0,81.0,253.0,,4.0,1.84,3.32,1.02,0.0,,,0.0,32.0,75.0,0.0,0.0,7.0,88.0,1.0,13.0,14.65
Valter,Walker,The Clean Monster,198.12,244.0,78.0,Orthodox,15,1,0,47.0,90.0,4.0,13.0,2.0,2.85,5.74,2.55,,0.0,,52.0,69.0,6.0,40.0,4.0,27.0,5.0,33.0,4.7
Julius,Walker,Juice Box,193.04,205.0,78.0,Orthodox,7,2,0,137.0,254.0,1.0,26.0,3.73,4.03,4.09,0.0,,,0.41,54.0,38.0,4.0,67.0,0.0,0.0,2.0,33.0,12.233333333333333
Ben,Wall,Manimal,177.8,155.0,,Orthodox,8,7,1,5.0,17.0,,1.0,1.47,8.53,0.0,0.0,,,0.0,29.0,0.0,0.0,0.0,5.0,71.0,2.0,29.0,1.7
Crafton,Wallace,Blaze,182.88,185.0,,Orthodox,18,6,1,23.0,52.0,,,1.55,2.36,0.0,0.0,,,1.01,44.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,4.933333333333334
Rodney,Wallace,Shonuff the Master,175.26,205.0,72.0,Switch,26,15,1,51.0,110.0,,33.0,1.13,3.44,6.0,1.0,,,0.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Jeremy,Wallace,,175.26,,,,4,6,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Randall,Wallace,Braveheart,180.34,185.0,73.0,Orthodox,15,6,0,8.0,21.0,,2.0,1.13,4.11,2.13,0.0,,0.0,,38.0,50.0,7.0,47.0,2.0,13.0,6.0,40.0,7.05
James,Wallace,Jesse,177.8,155.0,69.0,Orthodox,5,2,0,2.0,7.0,,,0.52,3.41,0.0,0.0,,0.0,,29.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,3.816666666666667
Jim,Wallhead,Judo,177.8,170.0,,Orthodox,29,11,0,,,,,,,,,,,,,,,,,,,,
